# Obligatorio | Identificador de contenido único del artículo. Se recomienda usar el SKU del artículo. Cada identificador de contenido debe aparecer una sola vez en el catálogo. Para publicar anuncios dinámicos; este identificador debe coincidir exactamente con el identificador de contenido del mismo artículo en el código del píxel de Facebook. Límite de caracteres: 100.,# Obligatorio | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Obligatorio | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Obligatorio | The current availability of the item. | Valores compatibles: in stock; out of stock,# Obligatorio | The current condition of the item. | Valores compatibles: new; used,# Obligatorio | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Obligatorio | URL de la página del producto específica donde las personas pueden comprar el artículo.,# Obligatorio | URL de la imagen principal de tu artículo. Las imágenes deben estar en un formato compatible (JPG/GIF/PNG) y su tamaño debe ser de 500 x 500 píxeles como mínimo.,# Obligatorio | Marca del artículo. En su lugar; también puedes ingresar un número único de pieza del fabricante (MPN) o un número mundial de artículo comercial (GTIN). Un GTIN puede ser uno de los números siguientes: UPC; EAN; JAN o ISBN. Límite de caracteres: 100.,# Opcional | Categoría de productos de Google para el artículo. Obtén más información sobre las categorías de productos: https://www.facebook.com/business/help/526764014610932.,# Opcional | Categoría de productos de Facebook para el artículo. Obtén más información sobre las categorías de productos: https://www.facebook.com/business/help/526764014610932.,# Opcional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Opcional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,"# Opcional | Intervalo del período de oferta; incluidas la fecha y la hora o zona horaria del inicio y la finalización de la oferta. Si no ingresas las fechas; los artículos con el campo ""sale_price"" permanecerán en oferta hasta que elimines el precio de oferta. Usa este formato: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Ingresa la fecha de inicio de la siguiente manera: YYYY-MM-DD. Escribe una ""T"". A continuación; ingresa la hora de inicio en formato de 24 horas (00:00 a 23:59) seguida de la zona horaria UTC (-12:00 a +14:00). Escribe una barra (""/"") y repite el mismo formato para la fecha y hora de finalización. En la siguiente fila de ejemplo se usa la zona horaria del Pacífico (-08:00).",# Opcional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Opcional | Género de una persona a la que se dirige el artículo. | Valores compatibles: female; male; unisex,# Opcional | Color del artículo. Usa una o más palabras para describir el color. No uses un código hexadecimal. Límite de caracteres: 200.,# Opcional | Tamaño o talle del artículo escrito como una palabra; abreviatura o número. Por ejemplo: pequeño; XL o 12. Límite de caracteres: 200.,# Opcional | Grupo de edad al que se dirige el artículo. | Valores compatibles: adult; all ages; infant; kids; newborn; teen; toddler,# Opcional | Material con el que se fabricó el artículo; como algodón; denim o cuero. Límite de caracteres: 200.,# Opcional | Estampado o impresión gráfica del artículo. Límite de caracteres: 100.,"# Opcional | Detalles de envío del artículo; con el siguiente formato: ""País:Región:Servicio:Precio"". Incluye el código de divisa ISO 3 de 3 l4217tras en el precio. Para usar el texto superpuesto ""Envío gratuito"" en tus anuncios; ingresa un precio de ""0.0"". Usa "";"" para separar varios detalles de envío para distintas regiones o países. Solo las personas de una región o país especificado verán los detalles de envío correspondientes a su ubicación. Puedes omitir la región (conserva ambos signos ""::"") si los detalles de envío son los mismos para todo el país.",# Opcional | Peso del envío del artículo. Incluye la unidad de medida (lb/oz/g/kg).,,,,,,,,,,,,,
id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,,,,,,,,,,,,,
1,"Coche de Policía con Lancha
",Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/5187_product_box_front/Coche%20de%20Polic%C3%ADa%20con%20Lancha?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,2,0 MXN,,,,,,,,,,,,,"Coche de Policía con Lancha
",,5187,4008789051875,City Action,Playmobil,90,2, $-   ,"https://media.playmobil.com/i/playmobil/5187_product_box_front/Coche%20de%20Polic%C3%ADa%20con%20Lancha?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
17,"Artista Callejero
",Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70377_product_detail/Artista%20Callejero?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,2,0 MXN,,,,,,,,,,,,,"Artista Callejero
",,70377,4008789703774,Special PLUS,Playmobil,15,2, $-   ,"https://media.playmobil.com/i/playmobil/70377_product_detail/Artista%20Callejero?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
18,PLAYMOBIL Color: Hot Rod,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/71376_product_detail/PLAYMOBIL%20Color:%20Hot%20Rod?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,PLAYMOBIL Color: Hot Rod,,71376,4008789713766,COLOR,Playmobil,20,1, $-   ,"https://media.playmobil.com/i/playmobil/71376_product_detail/PLAYMOBIL%20Color:%20Hot%20Rod?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
19,Duo Pack Bomberos,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70081_product_detail/Duo%20Pack%20Bomberos?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,Duo Pack Bomberos,,70081,4008789700810,,Playmobil,13,1, $-   ,"https://media.playmobil.com/i/playmobil/70081_product_detail/Duo%20Pack%20Bomberos?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
1,Tigre Joven,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/71067_product_box_front/Wiltopia%20-%20Tigre%20Joven?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,Tigre Joven,,71067,4008789710673.00,WILTOPIA,Playmobil,6,1, $-   ,"https://media.playmobil.com/i/playmobil/71067_product_box_front/Wiltopia%20-%20Tigre%20Joven?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
20,Vikinga,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70854_product_box_front/Vikinga?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,2,0 MXN,,,,,,,,,,,,,Vikinga,,70854,4008789708540,PLAYMO-FRIENDS,Playmobil,5,2, $-   ,"https://media.playmobil.com/i/playmobil/70854_product_box_front/Vikinga?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
21,Heladería Movil, ,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRAK2Q6UCNGQBeG0Dcat1CWdUvz3sUF0S-tAke3joLTUerO_fRak0SNTUHU7h2NmJsC4PjQCkPYr7fSVhm1CEC2dv1BzLFH,Facebook,,,1,0 MXN,,,,,,,,,,,,,Heladería Movil, ,41389,673419319744,Friends,LEGO,97,1, $-   ,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRAK2Q6UCNGQBeG0Dcat1CWdUvz3sUF0S-tAke3joLTUerO_fRak0SNTUHU7h2NmJsC4PjQCkPYr7fSVhm1CEC2dv1BzLFH,1
22,Jinete del Oeste,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70602_product_box_front/Jinete%20del%20Oeste?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,2,0 MXN,,,,,,,,,,,,,Jinete del Oeste,,70602,4008789706027,Special PLUS,Playmobil,10,2, $-   ,"https://media.playmobil.com/i/playmobil/70602_product_box_front/Jinete%20del%20Oeste?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
1,Back to the Future Marty McFly y Dr. Emmet Brown, ,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70459_product_box_front/Back%20to%20the%20Future%20Marty%20McFly%20y%20Dr.%20Emmet%20Brown?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,Back to the Future Marty McFly y Dr. Emmet Brown, ,70459,4008789704597,BACK TO THE FUTURE,Playmobil,6,1, $-   ,"https://media.playmobil.com/i/playmobil/70459_product_box_front/Back%20to%20the%20Future%20Marty%20McFly%20y%20Dr.%20Emmet%20Brown?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
23,César y Cleopatra,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/71270_product_box_front/Ast%C3%A9rix:%20C%C3%A9sar%20y%20Cleopatra?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,César y Cleopatra,,71270,4008789712707,Asterix,Playmobil,28,1, $-   ,"https://media.playmobil.com/i/playmobil/71270_product_box_front/Ast%C3%A9rix:%20C%C3%A9sar%20y%20Cleopatra?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
24,Set de Figuras GhostbustersTM,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70175_product_box_front/GhostbustersTM%20Set%20de%20Figuras%20GhostbustersTM?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,Set de Figuras GhostbustersTM,,70175,4008789701756,GHOSTBUSTERS,Playmobil,30,1, $-   ,"https://media.playmobil.com/i/playmobil/70175_product_box_front/GhostbustersTM%20Set%20de%20Figuras%20GhostbustersTM?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
25,Técnica,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/71196_product_box_front/T%C3%A9cnica?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,Técnica,,71196,4008789711960,PLAYMO-FRIENDS,Playmobil,9,1, $-   ,"https://media.playmobil.com/i/playmobil/71196_product_box_front/T%C3%A9cnica?locale=es-MX,es,en,*&$pdp_product_main_s$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
1,Ladrillos e ideas,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,https://www.lego.com/cdn/cs/set/assets/blt822d7081cac3bd64/11001_alt1.jpg?format=webply&fit=bounds&quality=75&width=640&height=640&dpr=1,Facebook,,,2,0 MXN,,,,,,,,,,,,,Ladrillos e ideas,,11001,673419302029,CLASSIC,LEGO,123,2, $-   ,https://www.lego.com/cdn/cs/set/assets/blt822d7081cac3bd64/11001_alt1.jpg?format=webply&fit=bounds&quality=75&width=640&height=640&dpr=1,1
26,TEKNIQUE,Nuevo original y sellado.,in stock,new,299 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,https://hebmx.vtexassets.com/arquivos/ids/664127-1200-1200?v=638218649660970000&width=1200&height=1200&aspect=true,Facebook,,,1,299 MXN,,,,,,,,,,,,,TEKNIQUE,,TEKNIQUE,191726006190,EPIC GAMES - FORTNITE,Jazwares,3,1, $299.00 ,https://hebmx.vtexassets.com/arquivos/ids/664127-1200-1200?v=638218649660970000&width=1200&height=1200&aspect=true,1
27,Vendedor de Kebab,Nuevo original y sellado.,in stock,new,200 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,https://m.media-amazon.com/images/I/61Ll7NMv-EL._AC_SL1000_.jpg,Facebook,,,2,200 MXN,,,,,,,,,,,,,Vendedor de Kebab,,9088,4008789090881,Special PLUS,Playmobil,17,2, $200.00 ,https://m.media-amazon.com/images/I/61Ll7NMv-EL._AC_SL1000_.jpg,1
28,Set construcción Playmobil Starter Adventures of Ayuma,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,https://ss424.liverpool.com.mx/xl/1121788370.jpg,Facebook,,,4,0 MXN,,,,,,,,,,,,,Set construcción Playmobil Starter Adventures of Ayuma,,70905,4008789709059,ADVENTURES OF AYUMA,Playmobil,31,4, $-   ,https://ss424.liverpool.com.mx/xl/1121788370.jpg,1
1,Fauno,Nuevo original y sellado.,in stock,new,0 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70815_product_box_front/Fauno?locale=es-MX,es,en,*&$pdp_product_zoom_xl$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,0 MXN,,,,,,,,,,,,,Fauno,,70815,4008789708151,PLAYMO-FRIENDS,Playmobil,10,1, $-   ,"https://media.playmobil.com/i/playmobil/70815_product_box_front/Fauno?locale=es-MX,es,en,*&$pdp_product_zoom_xl$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
29,Domadora de Caballos,Nuevo original y sellado.,in stock,new,180 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70874_product_box_front/Doma%20de%20Caballos?locale=es-MX,es,en,*&$pdp_product_zoom_xl$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,2,180 MXN,,,,,,,,,,,,,Domadora de Caballos,,70874,4008789708748,Special Plus,Playmobil,13,2, $180.00 ,"https://media.playmobil.com/i/playmobil/70874_product_box_front/Doma%20de%20Caballos?locale=es-MX,es,en,*&$pdp_product_zoom_xl$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
30,Pirata con balsas y tiburón martillo,Nuevo original y sellado.,in stock,new,180 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70598_product_box_front/Pirata%20con%20balsas%20y%20tibur%C3%B3n%20martillo?locale=es-MX,es,en,*&$pdp_product_main_m$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,3,180 MXN,,,,,,,,,,,,,Pirata con balsas y tiburón martillo,,70598,4008789705983,Special Plus,playmobil,6,3, $180.00 ,"https://media.playmobil.com/i/playmobil/70598_product_box_front/Pirata%20con%20balsas%20y%20tibur%C3%B3n%20martillo?locale=es-MX,es,en,*&$pdp_product_main_m$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
31,Puppy Playtime Carry Case,Nuevo original y sellado.,in stock,new,270 MXN,https://www.facebook.com/ElMundoDelRegaloZacatlan,"https://media.playmobil.com/i/playmobil/70530_product_box_front/Puppy%20Playtime%20Carry%20Case?locale=es-MX,es,en,*&$pdp_product_main_m$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",Facebook,,,1,270 MXN,,,,,,,,,,,,,Puppy Playtime Carry Case,,70530,4008789705303,CITy Life,Playmobil,17,1, $270.00 ,"https://media.playmobil.com/i/playmobil/70530_product_box_front/Puppy%20Playtime%20Carry%20Case?locale=es-MX,es,en,*&$pdp_product_main_m$&fmt=auto&strip=true&qlt=80&fmt.jpeg.chroma=1,1,1&unsharp=0,1,1,7&fmt.jpeg.interlaced=true",1
